,user_name,date,rating,thumbs_up,review_text
147,Sang Min Park,2019년 8월 14일,1,6,"재사용하려고해도...비번찾기 자체부터 안되고, 일시비번도 안오고.. 그렇다고 신규가입도 안되고..^^ 그냥 앱도 따릉이도 없어지는게 나을듯요.."
148,김병석,2019년 8월 14일,5,0,굿
149,이유리,2019년 8월 13일,1,2,자동 로그인 안되는거 좀 고쳐주세요
150,unknown,2019년 8월 12일,1,1,별한개도 아까워요 자전거 좋은데 앱이개판이네요 이처럼 자전거 잘해놓고 이런앱은 뭔가요 정말이지 한심한 서울시네요
151,핥아먹고싶다강아지배를,2019년 8월 12일,1,5,폰바꾸고 새로깔고 카카오계정으로 로그인하려는데 본인확인하라고 카톡으로 간다음에 확인누르고 다시 따릉이앱으로 들어가면 리셋되어있어서 이게 무한반복되어서 로그인할수가 없어요. 어떻게 하라는 건가요? 자전거 한번 타기 참 힘드네요 진짜
152,Ys,2019년 8월 11일,5,0,지도로 몇대가 있는지 확실히 볼수있고 제가 빌릴 자전거를 보고 선택도 가능해서 좋아요
153,강석민,2019년 8월 11일,1,1,로그인을 매번 해야하다니...
154,Woongvet,2019년 8월 11일,1,2,"이런 한심한 gps와 인프라, 이거를 너네의 선거장치라고 달고 으스거리고 계세요? 원순아! 정신차려!!!!!!"
155,소모라,2019년 8월 11일,5,0,따릉이 최고!
156,편집본영화 명장면,2019년 8월 10일,1,1,"아 처음쓰는데 뭘케 어플을 고구마,로 만들어놨냐 답답해못써먹겠다 더워죽겠는데 뭔고생이야"
157,문성재,2019년 8월 10일,1,3,정말 쓰레기에 가까운 앱이다 시스템 잘 만들어두고 이런 앱때문에 짜증만 난다 발열도 심하고 오류가 한두개가 아니다
158,안재희,2019년 8월 9일,1,1,앱자체가 너무 오류투성이다
159,김민철,2019년 8월 9일,1,1,자동로그인을 수백번 체크하고 로그인해도 절대 자동로그인 된적이 없는 어플
160,Dani,2019년 8월 8일,1,37,"제발 앱좀 고쳐주세요..매번 카드정보입력하게할거면 뭐하러 회원정보수집하고 뭐하러 로그인시키나요.. 탈때마다 불편해죽겠어요. 결제도 한번에 잘되는법이없고, 결제방식도 카드정보 입력해야되서 너무불편해요..개선해주세요"
161,david cheon,2019년 8월 8일,1,1,서비스는 좋은데 앱이 왜이래요?? 리뷰 수정까지 하게 되네요. 요근래 들어 가장 쓰기 불편한 앱인 것 같습니다.
162,이진희,2019년 8월 8일,5,0,정말 편하고 좋아요
163,박경서,2019년 8월 7일,1,4,따릉이 잘쓰고 있어요 젛은 프로그램이라고 생각됩니다 상담원분들도 친절하시고 그러나 어플은 사용할려면 튕기기 자동로그인 풀리기 대여했다 반납했는데 해제 안되어있어 고객센터전화하기 등등... sns으로 연계도 안되고.. 어플관리자를 능지처참하여 부관참시하여 이쪽업계에는 다시는 발을 못들어놓게 해야 함 참고로 별하나는 어플에 관해서입니다
164,Yoon Jeong Shim,2019년 8월 7일,5,0,따릉아 사랑해
165,이영광,2019년 8월 5일,1,5,어플 켤때마다 로그인 다시 해야되고 삼성패스 해놔도 이 어플만 자꾸 풀림. 결제도 빠른결제 적용해놔도 다시 풀려서 일일권 살때마다 결제도 오래걸림. 따릉이는 좋은데 어플은 개차반이네요
166,박대정,2019년 8월 5일,4,0,좋아요
167,정해욱해욱,2019년 8월 3일,1,2,진짜 왠만하면 안남기는데 결제시스템 개짜증난다 결제는 왜 안돼는거지? 카카오도안돼 전화도안돼 그냥 없애요 ㅡ 결제된다고 올려놓지말고
168,정다은,2019년 8월 3일,1,2,앱이 켜지질 않고 계속 꺼져요. 따릉이를 어떻게 타라는 건가요.
169,윤지석,2019년 8월 3일,1,3,"쓰레기 귀찮아서 평가 안다는데 일부로 찾아와서 평가를 달게 만드는 그런 쓰레기 같은 앱 경쟁자가 없으니까 나랏돈 먹고 이따구로 만드는건가하는 , 공무원에게 없던 적개심도 생기게 만드는 그런 쓰레기 진 심 왜 공기관 어플은 다 이래 ? 왜? 돈 받기 안창피해 ? 그거 우리 세금이야 알아 ?"
170,라봉라민씨,2019년 8월 2일,1,1,아니 업데이트도 안돼...지우고 다시 깔려고해도 다운도 안돼...내 돈만 냠냠쩝쩝!!쳐드시는 서울시
171,nello mo,2019년 8월 2일,1,2,인증번호가 절대 안오네요. 열받아서 걸어갑니다
172,hj p,2019년 8월 2일,1,1,제 인생에 최악의 어플입니다....미친 어디서 만들었는지 모르겠는데 비회원으로 구매해서 사용할려면 로그인하라고하고 정말정말 쓸데없는 어플입니다 이따구로 어플만들어놓으면 초음쓰는사람들은 어떻게 이용을합니까????? 쓰라는건가??? 참나 어이가없어서 돈만 먹튀하는 어플로밖에안보이네요 최악중 최악입니다 아무도 사용하지마세요....
173,토피넛라떼,2019년 8월 1일,3,2,"다 좋은데,,,이용권 결제방법을 더 늘려주시던지 신용카드 정보 저장 가능하게 해주세요 매번 결제할 때마다 카드번호 치는 거 너무 번거로워요"
174,minsu jeong,2019년 8월 1일,1,2,정말 구데기같은 앱이네요. 웹뷰 히스토리백 처리만 적당히 해줬어도 이런 지옥불사용성은 아닐텐데. ^^
175,이지선,2019년 8월 1일,5,0,좋아요.
176,정재훈,2019년 7월 31일,1,7,"1. 자전거 이용거리 = 도보로 10분이지만 출근시간 1분이라도 아끼려고 따릉이를 이용. 하지만 따릉이 대여에 걸리는 시간은 복불복. 왜냐하면 나는 비밀번호로 대여하는데, 대여신청해도 계속 카드를 갖다 대라고 뜸. 결과적으로 도보로 10분 거리가 자전거로도 10분이 걸리는 기적. 누가 시스템을 만들었는지는 몰라도 참.... 2. 고장 자전거에 관심이 없는 담당자들. 평소에 생각없이 일하는 인간들 답게 고장 자전거 파악이 제대로 이루어지지 않음. 오늘도 계속 카드를 대라는 따릉이를 8분만에 대여하고 x같은 기분으로 집가는데, 좌판이 ...전체 리뷰"
177,귀요미효나,2019년 7월 30일,5,0,다좋은데.. 자전거만 늘리지말고 자전거교통법도 강화시켜야합니다.. 자전거도로위로 걸어다니는 인간들 다 벌금때려야합니다..걸리적거려서 다 치워버리고싶네요
178,올글이,2019년 7월 30일,2,2,아니 왜 플래시기능을 없애부렸어?? 야간에 인식도 잘 안되는구만
179,강경동,2019년 7월 30일,1,3,사비스 취지는 좋으나 앱이 쓰레기
180,관악유튜브,2019년 7월 30일,4,0,조금햇갈리지만 계속하면 익숙해져요
181,전보현,2019년 7월 30일,1,3,위치서비스 끈상태에서 따릉이위치가 물방울표시가 안됩니다... 인터페이스 자체가 개구림
182,미경박,2019년 7월 30일,1,2,보다편리하고 스마트한 앱을 기대
183,오수아,2019년 7월 29일,1,1,로딩중만 뜨고 안되서 깔았다가 다시 했는데 또 안됨
184,이희서,2019년 7월 29일,1,2,자전거도 안좋고 앱도뭐어케하라는건지 어렵고 관리좀잘해주세요
185,이선형,2019년 7월 29일,1,9,아이디가 기억 안나서 찾기했는 앞글자 세자리만 알려주면 어쩌자는 겁니까? 아이디가 기억이 안난다고요?
186,김현우,2019년 7월 29일,1,1,불편해요
187,취사야전,2019년 7월 28일,1,1,"따릉이는 다 좋은데, 앱이 문제다."
188,조디디,2019년 7월 28일,1,1,삼성페이도 안됨
189,O Hyun Kwon,2019년 7월 28일,1,2,전문대 컴공과1학년이 만들었나;;
190,Seulki Park,2019년 7월 28일,1,3,진심 사업예산을 이딴식으로 쓰는 이유를 모르겠다 윗대가리들은 자기얘기 아닌줄 알겠지? 이딴 UI를 보려고 내가 지방소득세를 내는게 정말 이해가 안된다 엄지손가락 위치에 도움말이 있는것부터 담당자가 얼마나 UI에 대한 이해가 없는지 대표적으로 알수있는 대목. 예산늘리고 대규모 개선해라 제발 현 담당 업체 갈아치우고
191,고말랭,2019년 7월 27일,1,12,"별 한개도 아까워요^^ 이용권 구매법, 사용법은 처음 앱 받았을때 알려줘야 되는 부분 아닌가요? 자동로그인은 왜 만드신거죠? 앱 들어갈때마다 로그아웃 되어있는데^^ 대여소 위치 아무리 검색해도 안나와요ㅎㅎㅎㅎㅎ총체적 난국인 앱"
192,뀨뀨,2019년 7월 26일,1,1,앱에서 정류소 검색 안돼서 몇십분 동안 개고생했네요; 기본적인 것도 안되면 어플 왜 있는지?
193,Himchan Park,2019년 7월 24일,1,1,어플이 굉장히 부실합니다. 카톡아이디로 로그인하는데 중간중간 무한로딩 걸리고 튕기는일이 매우 잦습니다. 이문제때문에 네이버에서 따릉이 사이트로 로그인해서 쓰는일이 빈번합니다. 또한 카톡아이디는 자동로그인이 안되는것도 불편합니다
194,엘시우,2019년 7월 24일,2,1,구글 플래이스토어에서 업데이하라구 표시가 없는뎅 원스토어 에서는 왜 업데이트 하라구 나오나요 업데이 하는것면 구글 플래이스토어에서도 업데이트 표기가 나와야징 여기는 없고 원스토어에는 업데이트 하라구 합니까. 어떻게 맞은것가요 캐시비 사용자도 많은뎅 왜 그것루 결제 못하나요 해결 좀 해줘요
195,홍시영사랑함,2019년 7월 23일,1,1,로그인을 하려고 눌렀는데 자꾸 초기화면이랑 로그인화면이랑 왔다갔다하면서 로그인은 안되고 오류만 뜹니다. 도대체 어떻게 끊으라는 거죠;;;;;;;;;
196,이은복,2019년 7월 23일,1,1,쓰레기같은 서비스 안내는 대충 해놓고 조치는 안취하는 쓰레기중의 쓰레기
197,정진호,2019년 7월 22일,1,2,"기획, UI, UX 다엉망에 사용하기도 너무 불편하고 제대로 작동안하는 기능들도 있고 어느 업체에서 개발했는지 이용률이 적은 앱도 아니고 리뉴얼이 필요해 보입니다."
198,달띠,2019년 7월 22일,1,1,사용하라는겁니까 말라는겁니까? 이거 하니 사용하자고 어플 두개나 깔고 이용권 구매 어플을 더 늘리시던지 하세요 편리를 위해 사용하라는게 오히려 번거럽고 어렵게 느껴지네요.
199,기태환,2019년 7월 22일,1,1,아 이거 업데이트 안 하나? UI/UX 너무 불편한데
200,argus 2589,2019년 7월 22일,1,1,진짜 앱 불편하게만들었다.... 돈아깝다 돈아까워 에휴
201,진환기한,2019년 7월 21일,1,1,따릉이네어머니가... 관리좀해주세요... 요즘 다혈질이라 들어가지질 않아요...
202,신현준,2019년 7월 21일,1,1,돈 좀 더 주고 ㅋ 앱처럼 만들지... 이게 뭐람ㅋ 서울 붙이고
203,Y P,2019년 7월 20일,1,1,아니 사용하라고 만든거임?? 사용하기 드럽게 거지같고만
204,빵식TV,2019년 7월 20일,2,1,사용하긴 좋은데 어플은 진짜 형편없어요. 앱이 아니라 그냥 폰으로 익플 보는 느낌이고 인터페이스도 구리고 서버도 어찌나 느린지...하다가 화딱지나요
205,황지성,2019년 7월 18일,1,1,쓰레기앱. 사용자를 위한 설명이라곤 빈약한 돈내는방법 설명 뿐이며 앱자체도 오류가 계속뜬다. 말 그대로 쓰레기
206,HyungMin Yun,2019년 7월 18일,5,0,자동로그인 가능하게 좀 해주세요.. 로그인 풀려있으니 너무 힘드네요 로긴하기
207,강Aasqa,2019년 7월 17일,1,2,진짜 로딩중입니다 한두번뜨는것도 아니고 2번중 1번꼴로 나오니까 맨날 지웠다깔고 시간허비하고 어플 진짜 뭣같이 만들었네요.이게 정령 서울시에서 운영하는 어플이 맞나싶을정도로 쓰레기네
208,하별이,2019년 7월 17일,1,1,다운로드 안됨
209,Su Ra,2019년 7월 17일,1,8,21세기 UI가 아닙니다. 그렇다고 구시대 UI도 아닙니다. 그냥 저세상 UI 입니다. 느린 속도? 잦은 오류? 그런건 둘째치고 그냥 UI 자체가 어디서도 본적이 없었을만큼 독보적으로 구립니다. 메뉴배치도 하나 누를때마다 사라져서 뒤로 가야하고 뒤로가기도 누르면 누를수록 속이 터지는 상황이 지속됩니다. 개선이 아니라 싹 그냥 새로 뜯어고쳐야 할 수준입니다. 따릉이 자체는 정말 잘 이용하고 있는데 그중에 기본이자 핵심인 앱 편의성은 진짜 최악을 넘어서 도대체 세금으로 만들긴했나 싶을 정도입니다. 앱은 환골탈퇴가 아니고는 답이 없네요.
210,Obama Trump,2019년 7월 16일,1,1,이거 만든 인간 평생 따릉이 타고 다니게 해야됨 ㄹㅇ 내가 15분 기다려서 탈려는거 앱 오류나서 기다리고있는데 다른사람이 오자마자 내가 기다리던 따릉이 눈앞에서 가져감 공지하나 쳐 띠우는데 5분걸리게 할거면 할복하는게 나을듯 진심입니다. 이거 서버 관리하는 사람도 나가디지세요
211,wow kim,2019년 7월 16일,1,1,어플 거지같음. 유아이 개선좀
212,정두제,2019년 7월 16일,1,1,가입후 며칠째 로그인 오류로 이용도 못 하고있어요 다시 가입하려해도 이미 등록된 번호라 이도저도 못 하고있습니다.
213,김배은근,2019년 7월 14일,1,1,로그인.....
214,영블러드,2019년 7월 14일,1,1,내 인생 최악의 어플리케이션임....
215,이지현,2019년 7월 14일,1,1,별한개도 아깝다. 내가 본 앱중에 젤 사용도 어렵고 자전거 거치대ㅔ 가면 오류나는 경우도 너무 많다. 서울시한테 실망하게 된 앱
216,구니goonie,2019년 7월 13일,1,1,앱 누가 만들고 누가 관리합니까? 화면이 다음으로 넘어가질 않음 ㅡㅡ..... 쓸때마다 재설치해야되는데 이걸 쓰라고 만든건지 모르겠네요 ㅡㅡ
217,홍익이,2019년 7월 13일,1,2,(급) 네이버로그인 들어간후 종료가 제대로 안되어서 어플 다시 시작할때 계속 오류나요. 시급히 수정할 필요있어보이네요.
218,ᄋᄋᄋᄋ,2019년 7월 13일,1,1,1시간째 1천원으로 시민 돈 뜯어먹으니까 정부는 개꿀일듯 타임스퀘어에서 자전거 타고 가려고 했더니만 어라 로그인도 달팽이고 겨우 다했더니 돈을 내야돼네^^ 대한민국 정신차려 국민인 나도 부끄러우니까
219,flame91,2019년 7월 12일,1,1,아니 예약해놓은 자전거 탈려고 찾아가보면 없음ㅋㅋㅋㅋ 종로에서만 벌써 두 번째다. 앱 발로 만들었냐??
220,이충헌,2019년 7월 12일,1,2,최악의 앱..이걸 기획한 인간은 도대체 무슨 생각으로...
221,KITO,2019년 7월 12일,1,1,빌릴때마다 자전거앞에서 폰만쳐다보고있습니다 ㅋㅋㅋㅋㅋ 정말 총체적 난국인 어플
222,Chanho Kim,2019년 7월 12일,1,2,어플이 로딩중이라고 뜨고 멈춥니다 이런 현상이 자주 발생합니다 아래글에도 많이 올라왔는데 개선이 전혀안되나보네요? 사용시 상당히 불편하고 짜증나네요 필히 개선바랍니다
223,YOUNGWE CHOI,2019년 7월 10일,1,2,버그투성이에 UX도 최악이네요.
224,서정훈,2019년 7월 10일,1,3,앱 정말 거지같아요 앱이용으로 돌아가는 시스템인데 그중추적인 역할을 담당하는 앱이 이렇게 부실해서 어떡합니까?? 이런 글써서 담당자가 보지도 않을거 같지만 세금으로 운영되는거면 손 좀 봅시다
